st_code,st_name,交易所產業分類,TEJ產業分類
2063,世鎧,M2000 鋼鐵工業,M20A1 線材
2064,晉椿,M2000 鋼鐵工業,M20A1 線材
2065,世豐,M2000 鋼鐵工業,M20A1 線材
2069,運錩,M2000 鋼鐵工業,M20A6 不鏽鋼
2211,長榮鋼,M2000 鋼鐵工業,M20A2 鋼筋
5007,三星,M2000 鋼鐵工業,M20A1 線材
5009,榮剛,M2000 鋼鐵工業,M20A6 不鏽鋼
5011,久陽,M2000 鋼鐵工業,M20A1 線材
5013,強新,M2000 鋼鐵工業,M20A1 線材
5014,建錩,M2000 鋼鐵工業,M20A6 不鏽鋼
5015,華祺,M2000 鋼鐵工業,M20A1 線材
5016,松和,M2000 鋼鐵工業,M20A1 線材
5538,東明-KY,M2000 鋼鐵工業,M20A1 線材
6248,沛波,M2000 鋼鐵工業,M20A2 鋼筋
8349,恒耀,M2000 鋼鐵工業,M20A1 線材
8415,大國鋼,M2000 鋼鐵工業,M20A1 線材
911622,泰聚亨-DR,M2000 鋼鐵工業,M20A1 線材
9958,世紀鋼,M2000 鋼鐵工業,M20A2 鋼筋
9962,有益,M2000 鋼鐵工業,M20A6 不鏽鋼
1584,精剛,M9900 其他,M20A6 不鏽鋼
2221,大甲,M9900 其他,M20A7 鋼管
2358,廷鑫,M9900 其他,M20A5 鋁鋅
8342,益張,M9900 其他,M20A9 金屬加工
9927,泰銘,M9900 其他,M20A5 鋁鋅
4564,元翎,M1500 電機機械,M20B 金屬製品
4154,樂威科-KY,M1722 生技醫療,M20B 金屬製品
2073,雄順,M2000 鋼鐵工業,M20B 金屬製品
8930,青鋼,M2000 鋼鐵工業,M20B 金屬製品
2059,川湖,M2328 電子零組件,M20B 金屬製品
5543,桓鼎-KY,M2500 建材營造,M20B 金屬製品
8411,福貞-KY,M9900 其他,M20B 金屬製品
8488,吉源-KY,M9900 其他,M20B 金屬製品
8936,國統,M9900 其他,M20B 金屬製品
9905,大華,M9900 其他,M20B 金屬製品
9907,統一實,M9900 其他,M20B 金屬製品
2101,南港,M2100 橡膠工業,M21A 輪胎
2102,泰豐,M2100 橡膠工業,M21A 輪胎
2105,正新,M2100 橡膠工業,M21A 輪胎
2106,建大,M2100 橡膠工業,M21A 輪胎
2109,華豐,M2100 橡膠工業,M21A 輪胎
2107,厚生,M2100 橡膠工業,M21B2 其他橡膠
2114,鑫永銓,M2100 橡膠工業,M21B1 工業橡膠
2103,台橡,M2100 橡膠工業,M21C 橡膠原料
2104,國際中橡,M2100 橡膠工業,M21C 橡膠原料
2108,南帝,M2100 橡膠工業,M21C 橡膠原料
6582,申豐,M2100 橡膠工業,M21C 橡膠原料
8423,保綠-KY,M9900 其他,M21C 橡膠原料
1599,宏佳騰,M1500 電機機械,M22A 汽車製造
2201,裕隆,M2200 汽車工業,M22A 汽車製造
2204,中華,M2200 汽車工業,M22A 汽車製造
2206,三陽工業,M2200 汽車工業,M22A 汽車製造
4529,淳紳,M9900 其他,M22A 汽車製造
8937,合騏,M9900 其他,M22A 汽車製造
4572,駐龍,M1500 電機機械,M22B3 航空器製造
8222,寶一,M1500 電機機械,M22B3 航空器製造
3004,豐達科,M2000 鋼鐵工業,M22B3 航空器製造
9110,越南控-DR,M2200 汽車工業,M22B2 機車製造
2208,台船,M2600 航運業,M22B1 船舶製造
2630,亞航,M2600 航運業,M22B3 航空器製造
2634,漢翔,M2600 航運業,M22B3 航空器製造
2645,長榮航太,M2600 航運業,M22B3 航空器製造
6753,龍德造船,M2600 航運業,M22B1 船舶製造
4541,晟田,M9900 其他,M22B3 航空器製造
8478,東哥遊艇,M9900 其他,M22B1 船舶製造
2207,和泰車,M2200 汽車工業,M22X 汽車買賣
2227,裕日車,M2200 汽車工業,M22X 汽車買賣
2247,汎德永業,M2200 汽車工業,M22X 汽車買賣
2312,金寶,M2331 其他電子業,M23A1 EMS
2317,鴻海,M2331 其他電子業,M23A1 EMS
2324,仁寶,M2325 電腦及週邊,M23A1 EMS
2353,宏碁,M2325 電腦及週邊,M23A3 PC品牌
2356,英業達,M2325 電腦及週邊,M23A1 EMS
2357,華碩,M2325 電腦及週邊,M23A3 PC品牌
2362,藍天,M2325 電腦及週邊,M23A2 泛用電腦
2364,倫飛,M2325 電腦及週邊,M23A2 泛用電腦
2382,廣達,M2325 電腦及週邊,M23A1 EMS
2405,輔信,M2325 電腦及週邊,M23A2 泛用電腦
3213,茂訊,M2325 電腦及週邊,M23A2 泛用電腦
3231,緯創,M2325 電腦及週邊,M23A1 EMS
3701,大眾控,M2325 電腦及週邊,M23A1 EMS
3706,神達,M2325 電腦及週邊,M23A1 EMS
4938,和碩,M2325 電腦及週邊,M23A1 EMS
6669,緯穎,M2325 電腦及週邊,M23A2 泛用電腦
6569,醫揚,M1722 生技醫療,M23B5B 工業電腦
1815,富喬,M2328 電子零組件,M23B3B 玻纖紗布
2313,華通,M2328 電子零組件,M23B2D 硬板及其他
2316,楠梓電,M2328 電子零組件,M23B2D 硬板及其他
2331,精英,M2325 電腦及週邊,M23B1 主機板
2355,敬鵬,M2328 電子零組件,M23B2D 硬板及其他
2367,燿華,M2328 電子零組件,M23B2D 硬板及其他
2368,金像電,M2328 電子零組件,M23B2D 硬板及其他
2376,技嘉,M2325 電腦及週邊,M23B1 主機板
2377,微星,M2325 電腦及週邊,M23B1 主機板
2383,台光電,M2328 電子零組件,M23B3A 銅箔基板
2395,研華,M2325 電腦及週邊,M23B5B 工業電腦
2397,友通,M2325 電腦及週邊,M23B5B 工業電腦
2399,映泰,M2325 電腦及週邊,M23B1 主機板
2402,毅嘉,M2328 電子零組件,M23B2C 軟板
2417,圓剛,M2325 電腦及週邊,M23B4B 電視卡
2425,承啟,M2325 電腦及週邊,M23B4A 繪圖卡
2465,麗臺,M2325 電腦及週邊,M23B4A 繪圖卡
3022,威強電,M2325 電腦及週邊,M23B5B 工業電腦
3037,欣興,M2328 電子零組件,M23B2D 硬板及其他
3044,健鼎,M2328 電子零組件,M23B2D 硬板及其他
3046,建碁,M2325 電腦及週邊,M23B1 主機板
3088,艾訊,M2325 電腦及週邊,M23B5B 工業電腦
3115,富榮綱,M2328 電子零組件,M23B3X PCB材-其他
3189,景碩,M2324 半導體,M23B2A IC載板
3229,晟鈦,M2328 電子零組件,M23B2D 硬板及其他
3276,宇環,M2328 電子零組件,M23B2C 軟板
3287,廣寰科,M2325 電腦及週邊,M23B4B 電視卡
3305,昇貿,M2331 其他電子業,M23B3X PCB材-其他
3321,同泰,M2328 電子零組件,M23B2C 軟板
3354,律勝,M2328 電子零組件,M23B3C FCCL
3390,旭軟,M2328 電子零組件,M23B2C 軟板
3416,融程電,M2325 電腦及週邊,M23B5B 工業電腦
3479,安勤,M2325 電腦及週邊,M23B5B 工業電腦
3515,華擎,M2325 電腦及週邊,M23B1 主機板
3521,鴻翊,M2325 電腦及週邊,M23B5A POS
3564,其陽,M2327 通信網路業,M23B5B 工業電腦
3577,泓格,M2325 電腦及週邊,M23B5B 工業電腦
3594,磐儀,M2325 電腦及週邊,M23B5B 工業電腦
3611,鼎翰,M2325 電腦及週邊,M23B5A POS
3631,晟楠,M2328 電子零組件,M23B3X PCB材-其他
3645,達邁,M2328 電子零組件,M23B2C 軟板
3652,精聯,M2325 電腦及週邊,M23B5A POS
3715,定穎投控,M2328 電子零組件,M23B2D 硬板及其他
4909,新復興,M2327 通信網路業,M23B2D 硬板及其他
4916,事欣科,M2325 電腦及週邊,M23B5B 工業電腦
4927,泰鼎-KY,M2328 電子零組件,M23B2D 硬板及其他
4939,亞電,M2328 電子零組件,M23B3C FCCL
4958,臻鼎-KY,M2328 電子零組件,M23B2C 軟板
4987,科誠,M2325 電腦及週邊,M23B5A POS
4989,榮科,M2328 電子零組件,M23B3X PCB材-其他
5258,虹堡,M2325 電腦及週邊,M23B5A POS
5291,邑昇,M2328 電子零組件,M23B2D 硬板及其他
5340,建榮,M2328 電子零組件,M23B3B 玻纖紗布
5355,佳總,M2328 電子零組件,M23B2D 硬板及其他
5381,合正,M2328 電子零組件,M23B3A 銅箔基板
5386,青雲,M2325 電腦及週邊,M23B4A 繪圖卡
5439,高技,M2328 電子零組件,M23B2D 硬板及其他
5464,霖宏,M2328 電子零組件,M23B2D 硬板及其他
5469,瀚宇博,M2328 電子零組件,M23B2D 硬板及其他
5474,聰泰,M2325 電腦及週邊,M23B4B 電視卡
5475,德宏,M2328 電子零組件,M23B3B 玻纖紗布
5490,同亨,M2325 電腦及週邊,M23B5A POS
5498,凱崴,M2328 電子零組件,M23B3X PCB材-其他
6108,競國,M2328 電子零組件,M23B2D 硬板及其他
6114,久威,M2328 電子零組件,M23B2D 硬板及其他
6141,柏承,M2328 電子零組件,M23B2D 硬板及其他
6150,撼訊,M2325 電腦及週邊,M23B4A 繪圖卡
6153,嘉聯益,M2328 電子零組件,M23B2C 軟板
6156,松上,M2328 電子零組件,M23B2D 硬板及其他
6160,欣技,M2325 電腦及週邊,M23B5B 工業電腦
6161,捷波,M2325 電腦及週邊,M23B4A 繪圖卡
6166,凌華,M2325 電腦及週邊,M23B5B 工業電腦
6191,精成科,M2328 電子零組件,M23B2B PCB 組裝
6194,育富,M2328 電子零組件,M23B2D 硬板及其他
6206,飛捷,M2325 電腦及週邊,M23B5A POS
6210,慶生,M2328 電子零組件,M23B2D 硬板及其他
6213,聯茂,M2328 電子零組件,M23B3A 銅箔基板
6217,中探針,M2328 電子零組件,M23B3X PCB材-其他
6223,旺矽,M2324 半導體,M23B2D 硬板及其他
6245,立端,M2327 通信網路業,M23B5B 工業電腦
6266,泰詠,M2328 電子零組件,M23B2B PCB 組裝
6269,台郡,M2328 電子零組件,M23B2C 軟板
6274,台燿,M2328 電子零組件,M23B3A 銅箔基板
6278,台表科,M2326 光電業,M23B2B PCB 組裝
6414,樺漢,M2325 電腦及週邊,M23B5B 工業電腦
6510,精測,M2324 半導體,M23B2D 硬板及其他
6515,穎崴,M2324 半導體,M23B3X PCB材-其他
6552,易華電,M2324 半導體,M23B2C 軟板
6570,維田,M2325 電腦及週邊,M23B5B 工業電腦
6577,勁豐,M2325 電腦及週邊,M23B5B 工業電腦
6579,研揚,M2325 電腦及週邊,M23B5B 工業電腦
6672,騰輝電子-KY,M2328 電子零組件,M23B3A 銅箔基板
6680,鑫創電子,M2325 電腦及週邊,M23B5B 工業電腦
6683,雍智科技,M2324 半導體,M23B2A IC載板
6835,圓裕,M2328 電子零組件,M23B2C 軟板
8021,尖點,M2331 其他電子業,M23B3X PCB材-其他
8039,台虹,M2328 電子零組件,M23B3C FCCL
8046,南電,M2328 電子零組件,M23B2A IC載板
8050,廣積,M2325 電腦及週邊,M23B5B 工業電腦
8074,鉅橡,M2328 電子零組件,M23B3X PCB材-其他
8076,伍豐,M2325 電腦及週邊,M23B5A POS
8114,振樺電,M2325 電腦及週邊,M23B5A POS
8155,博智,M2328 電子零組件,M23B2D 硬板及其他
8183,精星,M2331 其他電子業,M23B2B PCB 組裝
8213,志超,M2328 電子零組件,M23B2D 硬板及其他
8234,新漢,M2325 電腦及週邊,M23B5B 工業電腦
8291,尚茂,M2328 電子零組件,M23B3A 銅箔基板
8358,金居,M2328 電子零組件,M23B3X PCB材-其他
3064,泰偉,M3200 文化創意業,M23B5B 工業電腦
4153,鈺緯,M1722 生技醫療,M23C1 顯示器
3346,麗清,M2200 汽車工業,M23C6C 封裝及應用
6288,聯嘉,M2200 汽車工業,M23C6C 封裝及應用
2301,光寶科,M2325 電腦及週邊,M23C3 PC週邊
2305,全友,M2325 電腦及週邊,M23C2 影像掃描
2323,中環,M2326 光電業,M23C4A 光碟
2340,台亞,M2324 半導體,M23C6B 磊晶及晶粒
2349,錸德,M2326 光電業,M23C4A 光碟
2352,佳世達,M2325 電腦及週邊,M23C1 顯示器
2365,昆盈,M2325 電腦及週邊,M23C3 PC週邊
2380,虹光,M2325 電腦及週邊,M23C2 影像掃描
2385,群光,M2328 電子零組件,M23C3 PC週邊
2387,精元,M2325 電腦及週邊,M23C3 PC週邊
2390,云辰,M2331 其他電子業,M23C9 安全監控
2393,億光,M2326 光電業,M23C6C 封裝及應用
2406,國碩,M2326 光電業,M23C7B 太陽能晶圓
2409,友達,M2326 光電業,M23C8A LCD 面板
2426,鼎元,M2326 光電業,M23C6B 磊晶及晶粒
2429,銘旺科,M2326 光電業,M23CZ2 其他顯示
2438,翔耀,M2326 光電業,M23C8C LCD 原料
2466,冠西電,M2326 光電業,M23C6C 封裝及應用
2482,連宇,M2331 其他電子業,M23C3 PC週邊
2489,瑞軒,M2326 光電業,M23C1 顯示器
2495,普安,M2325 電腦及週邊,M23C4B 硬碟磁碟
3031,佰鴻,M2326 光電業,M23C6C 封裝及應用
3038,全台,M2326 光電業,M23C8D LCD-其他
3049,和鑫,M2326 光電業,M23C8E 觸控面板
3050,鈺德,M2326 光電業,M23C4A 光碟
3051,力特,M2326 光電業,M23C8C LCD 原料
3054,立萬利,M2324 半導體,M23C3 PC週邊
3057,喬鼎,M2325 電腦及週邊,M23C4B 硬碟磁碟
3060,銘異,M2325 電腦及週邊,M23C4B 硬碟磁碟
3066,李洲,M2326 光電業,M23C6C 封裝及應用
3073,天方能源,M2324 半導體,M23C7E 太陽能系統
3128,昇銳,M2326 光電業,M23C9 安全監控
3149,正達,M2326 光電業,M23C8E 觸控面板
3272,東碩,M2325 電腦及週邊,M23C3 PC週邊
3297,杭特,M2326 光電業,M23C9 安全監控
3339,泰谷,M2326 光電業,M23C6B 磊晶及晶粒
3349,寶德,M2325 電腦及週邊,M23C3 PC週邊
3356,奇偶,M2326 光電業,M23C9 安全監控
3434,哲固,M2326 光電業,M23C1 顯示器
3437,榮創,M2326 光電業,M23C6C 封裝及應用
3454,晶睿,M2326 光電業,M23C9 安全監控
3481,群創,M2326 光電業,M23C8A LCD 面板
3504,揚明光,M2326 光電業,M23CZ1 投影裝置
3523,迎輝,M2326 光電業,M23C8C LCD 原料
3531,先益,M2326 光電業,M23C8B 背光模組
3541,西柏,M2331 其他電子業,M23C3 PC週邊
3576,聯合再生,M2326 光電業,M23C7C 太陽能電池
3591,艾笛森,M2326 光電業,M23C6C 封裝及應用
3615,安可,M2326 光電業,M23C8E 觸控面板
3622,洋華,M2326 光電業,M23C8E 觸控面板
3623,富晶通,M2326 光電業,M23C8E 觸控面板
3666,光耀,M2326 光電業,M23C8C LCD 原料
3669,圓展,M2327 通信網路業,M23CZ2 其他顯示
3673,TPK-KY,M2326 光電業,M23C8E 觸控面板
3686,達能,M2324 半導體,M23C7B 太陽能晶圓
3691,碩禾,M2326 光電業,M23C7F 其他太陽能
3712,永崴投控,M2325 電腦及週邊,M23C2 影像掃描
3713,新晶投控,M2326 光電業,M23C7E 太陽能系統
3714,富采,M2326 光電業,M23C6B 磊晶及晶粒
4729,熒茂,M2326 光電業,M23C8E 觸控面板
4915,致伸,M2328 電子零組件,M23C3 PC週邊
4924,欣厚-KY,M2325 電腦及週邊,M23C3 PC週邊
4933,友輝,M2326 光電業,M23C8C LCD 原料
4934,太極,M2326 光電業,M23C7C 太陽能電池
4935,茂林-KY,M2326 光電業,M23C8C LCD 原料
4944,兆遠,M2326 光電業,M23C6A 藍寶石基板
4956,光鋐,M2326 光電業,M23C6B 磊晶及晶粒
4960,誠美材,M2326 光電業,M23C8C LCD 原料
4972,湯石照明,M2326 光電業,M23C6C 封裝及應用
4974,亞泰,M2328 電子零組件,M23C2 影像掃描
4995,晶達,M2326 光電業,M23C1 顯示器
5220,萬達光電,M2326 光電業,M23C8E 觸控面板
5230,雷笛克光學,M2326 光電業,M23C6C 封裝及應用
5234,達興材料,M2326 光電業,M23C8C LCD 原料
5244,弘凱,M2326 光電業,M23C6C 封裝及應用
5245,智晶,M2326 光電業,M23C8A LCD 面板
5251,天鉞電,M2326 光電業,M23C9 安全監控
5281,大峽谷-KY,M2326 光電業,M23C6C 封裝及應用
5315,光聯,M2326 光電業,M23C8D LCD-其他
5371,中光電,M2326 光電業,M23C8B 背光模組
5432,新門,M2326 光電業,M23C8D LCD-其他
5438,東友,M2325 電腦及週邊,M23C2 影像掃描
5484,慧友,M2326 光電業,M23C9 安全監控
5489,彩富,M2331 其他電子業,M23C9 安全監控
6116,彩晶,M2326 光電業,M23C8A LCD 面板
6120,達運,M2326 光電業,M23C8B 背光模組
6128,上福,M2325 電腦及週邊,M23C3 PC週邊
6143,振曜,M2327 通信網路業,M23C3 PC週邊
6164,華興,M2326 光電業,M23C6C 封裝及應用
6167,久正,M2326 光電業,M23C8D LCD-其他
6168,宏齊,M2326 光電業,M23C6C 封裝及應用
6176,瑞儀,M2326 光電業,M23C8B 背光模組
6188,廣明,M2325 電腦及週邊,M23C3 PC週邊
6222,上揚,M2326 光電業,M23C6C 封裝及應用
6226,光鼎,M2326 光電業,M23C6C 封裝及應用
6228,全譜,M2325 電腦及週邊,M23C2 影像掃描
6244,茂迪,M2326 光電業,M23C7C 太陽能電池
6246,臺龍,M2326 光電業,M23C8B 背光模組
6277,宏正,M2325 電腦及週邊,M23C3 PC週邊
6283,淳安,M2331 其他電子業,M23C3 PC週邊
6405,悅城,M2326 光電業,M23C8C LCD 原料
6419,京晨科,M2326 光電業,M23C9 安全監控
6443,元晶,M2326 光電業,M23C7C 太陽能電池
6456,GIS-KY,M2326 光電業,M23C8E 觸控面板
6477,安集,M2326 光電業,M23C7D 太陽能模組
6538,倉和,M2328 電子零組件,M23C7F 其他太陽能
6556,勝品,M2326 光電業,M23C9 安全監控
6560,欣普羅,M2326 光電業,M23C9 安全監控
6698,旭暉應材,M2331 其他電子業,M23C8C LCD 原料
8047,星雲,M2331 其他電子業,M23C3 PC週邊
8049,晶采,M2326 光電業,M23C8D LCD-其他
8069,元太,M2326 光電業,M23C8A LCD 面板
8072,陞泰,M2329 電子通路業,M23C9 安全監控
8085,福華,M2331 其他電子業,M23C8B 背光模組
8087,華鎂鑫,M2326 光電業,M23C4A 光碟
8104,錸寶,M2326 光電業,M23C8A LCD 面板
8105,凌巨,M2326 光電業,M23C8D LCD-其他
8111,立碁,M2326 光電業,M23C6C 封裝及應用
8163,達方,M2325 電腦及週邊,M23C3 PC週邊
8215,明基材,M2326 光電業,M23C8C LCD 原料
8240,華宏,M2326 光電業,M23C8C LCD 原料
8249,菱光,M2328 電子零組件,M23C2 影像掃描
8431,匯鑽科,M2331 其他電子業,M23C4B 硬碟磁碟
9105,泰金寶-DR,M2300 電子工業,M23C3 PC週邊
9912,偉聯,M2325 電腦及週邊,M23C1 顯示器
6873,泓德能源,M9900 其他,M23C7E 太陽能系統
1537,廣隆,M1500 電機機械,M23D7 二次電池
1586,和勤,M1500 電機機械,M23D9A 沖壓零組件
1336,台翰,M2328 電子零組件,M23D9A 沖壓零組件
1471,首利,M2328 電子零組件,M23D3 電源供應器
1569,濱川,M2325 電腦及週邊,M23D4 機殼
1582,信錦,M2328 電子零組件,M23D9A 沖壓零組件
2302,麗正,M2324 半導體,M23D1 整流二極體
2308,台達電,M2328 電子零組件,M23D3 電源供應器
2327,國巨,M2328 電子零組件,M23D5 被動元件
2328,廣宇,M2328 電子零組件,M23D2 連接器
2354,鴻準,M2331 其他電子業,M23D4 機殼
2375,凱美,M2328 電子零組件,M23D5 被動元件
2392,正崴,M2328 電子零組件,M23D2 連接器
2413,環科,M2328 電子零組件,M23D3 電源供應器
2420,新巨,M2328 電子零組件,M23D3 電源供應器
2421,建準,M2328 電子零組件,M23D9B 散熱零組件
2428,興勤,M2328 電子零組件,M23D5 被動元件
2431,聯昌,M2328 電子零組件,M23D3 電源供應器
2434,統懋,M2324 半導體,M23D1 整流二極體
2440,太空梭,M2328 電子零組件,M23D2 連接器
2457,飛宏,M2328 電子零組件,M23D3 電源供應器
2460,建通,M2328 電子零組件,M23D2 連接器
2462,良得電,M2328 電子零組件,M23D2 連接器
2472,立隆電,M2328 電子零組件,M23D5 被動元件
2474,可成,M2331 其他電子業,M23D4 機殼
2476,鉅祥,M2328 電子零組件,M23D9A 沖壓零組件
2478,大毅,M2328 電子零組件,M23D5 被動元件
2481,強茂,M2324 半導體,M23D1 整流二極體
2483,百容,M2328 電子零組件,M23D9A 沖壓零組件
2484,希華,M2328 電子零組件,M23D6 石英元件
2486,一詮,M2326 光電業,M23D9C 光電導線架
2492,華新科,M2328 電子零組件,M23D5 被動元件
3002,歐格,M2325 電腦及週邊,M23D3 電源供應器
3003,健和興,M2328 電子零組件,M23D2 連接器
3005,神基,M2325 電腦及週邊,M23D4 機殼
3011,今皓,M2328 電子零組件,M23D2 連接器
3013,晟銘電,M2325 電腦及週邊,M23D4 機殼
3015,全漢,M2328 電子零組件,M23D3 電源供應器
3017,奇鋐,M2325 電腦及週邊,M23D9B 散熱零組件
3021,鴻名,M2328 電子零組件,M23D2 連接器
3023,信邦,M2328 電子零組件,M23D2 連接器
3026,禾伸堂,M2328 電子零組件,M23D5 被動元件
3032,偉訓,M2328 電子零組件,M23D4 機殼
3042,晶技,M2328 電子零組件,M23D6 石英元件
3043,科風,M2331 其他電子業,M23D3 電源供應器
3058,立德,M2328 電子零組件,M23D3 電源供應器
3071,協禧,M2325 電腦及週邊,M23D9B 散熱零組件
3078,僑威,M2328 電子零組件,M23D3 電源供應器
3089,億杰,M2328 電子零組件,M23D5 被動元件
3092,鴻碩,M2328 電子零組件,M23D2 連接器
3095,及成,M2327 通信網路業,M23D4 機殼
3152,璟德,M2327 通信網路業,M23D5 被動元件
3191,和進,M2328 電子零組件,M23D9D 其他零組件
3202,樺晟,M2328 電子零組件,M23D2 連接器
3207,耀勝,M2328 電子零組件,M23D3 電源供應器
3211,順達,M2325 電腦及週邊,M23D7 二次電池
3217,優群,M2328 電子零組件,M23D2 連接器
3221,台嘉碩,M2327 通信網路業,M23D6 石英元件
3230,錦明,M2326 光電業,M23D4 機殼
3236,千如,M2328 電子零組件,M23D5 被動元件
3290,東浦,M2328 電子零組件,M23D9D 其他零組件
3294,英濟,M2328 電子零組件,M23D4 機殼
3296,勝德,M2328 電子零組件,M23D3 電源供應器
3308,聯德,M2328 電子零組件,M23D3 電源供應器
3310,佳穎,M2328 電子零組件,M23D9A 沖壓零組件
3311,閎暉,M2327 通信網路業,M23D9A 沖壓零組件
3322,建舜電,M2328 電子零組件,M23D2 連接器
3323,加百裕,M2325 電腦及週邊,M23D7 二次電池
3324,雙鴻,M2331 其他電子業,M23D9B 散熱零組件
3325,旭品,M2325 電腦及週邊,M23D4 機殼
3332,幸康,M2328 電子零組件,M23D3 電源供應器
3338,泰碩,M2328 電子零組件,M23D9B 散熱零組件
3357,臺慶科,M2328 電子零組件,M23D5 被動元件
3376,新日興,M2328 電子零組件,M23D9A 沖壓零組件
3432,台端,M2328 電子零組件,M23D2 連接器
3483,力致,M2325 電腦及週邊,M23D9B 散熱零組件
3484,崧騰,M2328 電子零組件,M23D2 連接器
3492,長盛,M2328 電子零組件,M23D2 連接器
3501,維熹,M2328 電子零組件,M23D2 連接器
3508,位速,M2331 其他電子業,M23D4 機殼
3511,矽瑪,M2328 電子零組件,M23D2 連接器
3520,華盈,M2328 電子零組件,M23D2 連接器
3526,凡甲,M2328 電子零組件,M23D2 連接器
3533,嘉澤,M2328 電子零組件,M23D2 連接器
3536,誠創,M2324 半導體,M23D1 整流二極體
3540,曜越,M2325 電腦及週邊,M23D4 機殼
3543,州巧,M2326 光電業,M23D9A 沖壓零組件
3548,兆利,M2328 電子零組件,M23D9A 沖壓零組件
3550,聯穎,M2328 電子零組件,M23D2 連接器
3593,力銘,M2328 電子零組件,M23D4 機殼
3597,映興,M2328 電子零組件,M23D2 連接器
3605,宏致,M2328 電子零組件,M23D2 連接器
3607,谷崧,M2328 電子零組件,M23D4 機殼
3617,碩天,M2331 其他電子業,M23D3 電源供應器
3624,光頡,M2328 電子零組件,M23D5 被動元件
3625,西勝,M2325 電腦及週邊,M23D7 二次電池
3628,盈正,M2331 其他電子業,M23D3 電源供應器
3646,艾恩特,M2328 電子零組件,M23D2 連接器
3653,健策,M2328 電子零組件,M23D9B 散熱零組件
3665,貿聯-KY,M2331 其他電子業,M23D2 連接器
3675,德微,M2324 半導體,M23D1 整流二極體
3679,新至陞,M2328 電子零組件,M23D9A 沖壓零組件
3689,湧德,M2328 電子零組件,M23D2 連接器
3693,營邦,M2325 電腦及週邊,M23D4 機殼
3710,連展投控,M2328 電子零組件,M23D2 連接器
4545,銘鈺,M2328 電子零組件,M23D9A 沖壓零組件
4760,勤凱,M2331 其他電子業,M23D5 被動元件
4912,聯德控股-KY,M2328 電子零組件,M23D9A 沖壓零組件
4931,新盛力,M2325 電腦及週邊,M23D7 二次電池
4942,嘉彰,M2326 光電業,M23D9A 沖壓零組件
4943,康控-KY,M2328 電子零組件,M23D2 連接器
4999,鑫禾,M2328 電子零組件,M23D9A 沖壓零組件
5215,科嘉-KY,M2325 電腦及週邊,M23D9D 其他零組件
5223,安力-KY,M2325 電腦及週邊,M23D9A 沖壓零組件
5227,立凱-KY,M2328 電子零組件,M23D7 二次電池
5228,鈺鎧,M2328 電子零組件,M23D5 被動元件
5243,乙盛-KY,M2326 光電業,M23D9A 沖壓零組件
5309,系統電,M2328 電子零組件,M23D3 電源供應器
5328,華容,M2328 電子零組件,M23D5 被動元件
5383,金利,M2331 其他電子業,M23D9B 散熱零組件
5392,能率,M2326 光電業,M23D4 機殼
5425,台半,M2324 半導體,M23D1 整流二極體
5426,振發,M2325 電腦及週邊,M23D4 機殼
5457,宣德,M2328 電子零組件,M23D2 連接器
5460,同協,M2328 電子零組件,M23D9A 沖壓零組件
5465,富驊,M2325 電腦及週邊,M23D4 機殼
5488,松普,M2328 電子零組件,M23D2 連接器
6109,亞元,M2327 通信網路業,M23D3 電源供應器
6115,鎰勝,M2328 電子零組件,M23D2 連接器
6117,迎廣,M2325 電腦及週邊,M23D4 機殼
6121,新普,M2325 電腦及週邊,M23D7 二次電池
6124,業強,M2328 電子零組件,M23D9B 散熱零組件
6126,信音,M2328 電子零組件,M23D2 連接器
6127,九豪,M2328 電子零組件,M23D5 被動元件
6133,金橋,M2328 電子零組件,M23D2 連接器
6134,萬旭,M2328 電子零組件,M23D2 連接器
6155,鈞寶,M2328 電子零組件,M23D5 被動元件
6158,禾昌,M2328 電子零組件,M23D2 連接器
6173,信昌電,M2328 電子零組件,M23D5 被動元件
6174,安碁,M2328 電子零組件,M23D6 石英元件
6175,立敦,M2328 電子零組件,M23D5 被動元件
6185,幃翔,M2328 電子零組件,M23D2 連接器
6190,萬泰科,M2327 通信網路業,M23D2 連接器
6197,佳必琪,M2328 電子零組件,M23D2 連接器
6203,海韻電,M2328 電子零組件,M23D3 電源供應器
6204,艾華,M2328 電子零組件,M23D5 被動元件
6205,詮欣,M2328 電子零組件,M23D2 連接器
6207,雷科,M2328 電子零組件,M23D9D 其他零組件
6220,岳豐,M2328 電子零組件,M23D2 連接器
6224,聚鼎,M2328 電子零組件,M23D5 被動元件
6230,尼得科超眾,M2325 電腦及週邊,M23D9B 散熱零組件
6235,華孚,M2325 電腦及週邊,M23D4 機殼
6271,同欣電,M2324 半導體,M23G2 IC封測
6275,元山,M2328 電子零組件,M23D9B 散熱零組件
6276,安鈦克,M2325 電腦及週邊,M23D3 電源供應器
6282,康舒,M2328 電子零組件,M23D3 電源供應器
6284,佳邦,M2328 電子零組件,M23D5 被動元件
6290,良維,M2328 電子零組件,M23D2 連接器
6292,迅德,M2328 電子零組件,M23D3 電源供應器
6409,旭隼,M2331 其他電子業,M23D3 電源供應器
6412,群電,M2328 電子零組件,M23D3 電源供應器
6418,詠昇,M2328 電子零組件,M23D2 連接器
6432,今展科,M2328 電子零組件,M23D5 被動元件
6441,廣錠,M2325 電腦及週邊,M23D7 二次電池
6449,鈺邦,M2328 電子零組件,M23D5 被動元件
