,代號,名稱,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼,new_industry,minor_industry,industry_title
336,2364,倫飛,M2300,M2325,23A,23A2,PC系統,NB,PC系統:NB類
337,2365,昆盈,M2300,M2325,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
338,2367,燿華,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
339,2368,金像電,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
340,2369,菱生,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
341,2371,大同,M1500,M1500,15B,15B1,電機製品,電機,電機製品:電機類
342,2373,震旦行,M2300,M2331,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
343,2374,佳能,M2300,M2326,23U,23UZ,消費性電子,消費性電子,消費性電子:消費性電子類
344,2375,凱美,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
345,2376,技嘉,M2300,M2325,23B,23B1,主機板,主機板,主機板:主機板類
346,2377,微星,M2300,M2325,23B,23B1,主機板,主機板,主機板:主機板類
347,2379,瑞昱,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
348,2380,虹光,M2300,M2325,23C,23C2,光電/ IO,掃瞄器,光電/ IO:掃瞄器類
349,2382,廣達,M2300,M2325,23A,23A1,PC系統,PC,PC系統:PC類
350,2383,台光電,M2300,M2328,23B,23B3A,主機板,銅箔基板,主機板:銅箔基板類
351,2385,群光,M2300,M2328,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
352,2387,精元,M2300,M2325,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
353,2388,威盛,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
354,2390,云辰,M2300,M2331,23C,23C9,光電/ IO,監控系統,光電/ IO:監控系統類
355,2392,正崴,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
356,2393,億光,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
357,2395,研華,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
358,2397,友通,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
359,2399,映泰,M2300,M2325,23B,23B1,主機板,主機板,主機板:主機板類
360,2401,凌陽,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
361,2402,毅嘉,M2300,M2328,23B,23B2C,主機板,軟板,主機板:軟板類
362,2404,漢唐,M2300,M2331,23H,23H1,電子設備,廠辦機電,電子設備:廠辦機電類
363,2405,輔信,M2300,M2325,23A,23A2,PC系統,NB,PC系統:NB類
364,2406,國碩,M2300,M2326,23C,23C7B,光電/ IO,矽晶圓,光電/ IO:矽晶圓類
365,2408,南亞科,M2300,M2324,23G,23G1B,半導體,記憶體製造,半導體:記憶體製造類
366,2409,友達,M2300,M2326,23C,23C8A,光電/ IO,LCD 面板,光電/ IO:LCD 面板類
367,2412,中華電,M2300,M2327,23K,23K3,通訊設備,電信業,通訊設備:電信業類
368,2413,環科,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
369,2414,精技,M2300,M2329,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
370,2415,錩新,M2300,M2328,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
371,2417,圓剛,M2300,M2325,23B,23B4B,主機板,電視卡,主機板:電視卡類
372,2419,仲琦,M2300,M2327,23E,230,網路設備,,網路設備類
373,2420,新巨,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
374,2421,建準,M2300,M2328,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
375,2423,固緯,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
376,2424,隴華,M2300,M2325,23K,23KX,通訊設備,網路服務,通訊設備:網路服務類
377,2425,承啟,M2300,M2325,23B,23B4A,主機板,繪圖卡,主機板:繪圖卡類
378,2426,鼎元,M2300,M2326,23C,23C6B,光電/ IO,磊晶及晶粒,光電/ IO:磊晶及晶粒類
379,2427,三商電,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
380,2428,興勤,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
381,2429,銘旺科,M2300,M2326,23C,23CZ2,光電/ IO,其他光學,光電/ IO:其他光學類
382,2430,燦坤,M2300,M2329,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
383,2431,聯昌,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
384,2433,互盛電,M2300,M2331,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
385,2434,統懋,M2300,M2324,23D,23D1,電子零組件,二極體整流,電子零組件:二極體整流類
386,2436,偉詮電,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
387,2438,翔耀,M2300,M2326,23C,23C8C,光電/ IO,LCD 原料,光電/ IO:LCD 原料類
388,2439,美律,M2300,M2327,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
389,2440,太空梭,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
390,2441,超豐,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
391,2442,新美齊,M2300,M2325,25A,25A,建設,,建設類
392,2443,昶虹,M9900,M9900,99Z,99ZC,其他,其他製造業,其他:其他製造業類
393,2444,兆勁,M2300,M2327,23E,230,網路設備,,網路設備類
394,2449,京元電子,M2300,M2324,23G,23G2,半導體,IC封測,半導體:IC封測類
395,2450,神腦,M2300,M2327,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
396,2451,創見,M2300,M2324,23G,23G3B,半導體,記憶體模組,半導體:記憶體模組類
397,2453,凌群,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
398,2454,聯發科,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
399,2455,全新,M2300,M2327,23G,23G3A,半導體,特用IC,半導體:特用IC類
400,2457,飛宏,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
401,2458,義隆,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
402,2459,敦吉,M2300,M2331,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
403,2460,建通,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
404,2461,光群雷,M2300,M2331,13A,13A8,石化,塑膠加工,石化:塑膠加工類
405,2462,良得電,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
406,2464,盟立,M2300,M2331,23H,23H1,電子設備,廠辦機電,電子設備:廠辦機電類
407,2465,麗臺,M2300,M2325,23B,23B4A,主機板,繪圖卡,主機板:繪圖卡類
408,2466,冠西電,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
409,2467,志聖,M2300,M2328,23H,23H2,電子設備,電機設備,電子設備:電機設備類
410,2468,華經,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
411,2471,資通,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
412,2472,立隆電,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
413,2474,可成,M2300,M2331,23D,23D4,電子零組件,機殼,電子零組件:機殼類
414,2476,鉅祥,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
415,2477,美隆電,M2300,M2331,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
416,2478,大毅,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
417,2480,敦陽科,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
418,2481,強茂,M2300,M2324,23D,23D1,電子零組件,二極體整流,電子零組件:二極體整流類
419,2482,連宇,M2300,M2331,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
420,2483,百容,M2300,M2328,23D,23D9A,電子零組件,沖壓零組件,電子零組件:沖壓零組件類
421,2484,希華,M2300,M2328,23D,23D6,電子零組件,石英元件,電子零組件:石英元件類
422,2485,兆赫,M2300,M2327,23K,23K2,通訊設備,通訊設備,通訊設備:通訊設備類
423,2486,一詮,M2300,M2326,23D,23D9C,電子零組件,光電導線架,電子零組件:光電導線架類
424,2488,漢平,M2300,M2331,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
425,2489,瑞軒,M2300,M2326,23C,23C1,光電/ IO,監視器,光電/ IO:監視器類
426,2491,吉祥全,M2300,M2326,15C,15C4,家電製品,照明,家電製品:照明類
427,2492,華新科,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
428,2493,揚博,M2300,M2328,23H,23H2,電子設備,電機設備,電子設備:電機設備類
429,2495,普安,M2300,M2325,23C,23C4B,光電/ IO,硬碟磁碟,光電/ IO:硬碟磁碟類
430,2496,卓越,M9900,M9900,99Z,99ZX,其他,其他服務,其他:其他服務類
431,2497,怡利電,M2200,M2200,15D,15D,汽車組件,,汽車組件類
432,2498,宏達電,M2300,M2327,23K,23KX,通訊設備,網路服務,通訊設備:網路服務類
433,2501,國建,M2500,M2500,25A,25A,建設,,建設類
434,2504,國產,M2500,M2500,11B,11B,預拌混凝土,,預拌混凝土類
435,2505,國揚,M2500,M2500,25A,25A,建設,,建設類
436,2506,太設,M2500,M2500,25A,25A,建設,,建設類
437,2509,全坤建,M2500,M2500,25A,25A,建設,,建設類
438,2511,太子,M2500,M2500,25A,25A,建設,,建設類
439,2514,龍邦,M9900,M9900,25A,25A,建設,,建設類
440,2515,中工,M2500,M2500,25B,25B,營造,,營造類
441,2516,新建,M2500,M2500,25B,25B,營造,,營造類
442,2520,冠德,M2500,M2500,25A,25A,建設,,建設類
443,2524,京城,M2500,M2500,25A,25A,建設,,建設類
444,2527,宏璟,M2500,M2500,25A,25A,建設,,建設類
445,2528,皇普,M2500,M2500,25A,25A,建設,,建設類
446,2530,華建,M2500,M2500,25A,25A,建設,,建設類
447,2534,宏盛,M2500,M2500,25A,25A,建設,,建設類
448,2535,達欣工,M2500,M2500,25B,25B,營造,,營造類
449,2536,宏普,M2500,M2500,25A,25A,建設,,建設類
450,2537,聯上發,M2500,M2500,25A,25A,建設,,建設類
451,2538,基泰,M2500,M2500,25A,25A,建設,,建設類
452,2539,櫻花建,M2500,M2500,25A,25A,建設,,建設類
453,2540,愛山林,M2500,M2500,25A,25A,建設,,建設類
454,2542,興富發,M2500,M2500,25A,25A,建設,,建設類
455,2543,皇昌,M2500,M2500,25B,25B,營造,,營造類
456,2545,皇翔,M2500,M2500,25A,25A,建設,,建設類
457,2546,根基,M2500,M2500,25B,25B,營造,,營造類
458,2547,日勝生,M2500,M2500,25A,25A,建設,,建設類
459,2548,華固,M2500,M2500,25A,25A,建設,,建設類
460,2596,綠意,M2500,M2500,25A,25A,建設,,建設類
461,2597,潤弘,M2500,M2500,25B,25B,營造,,營造類
462,2601,益航,M2900,M2900,26A,26A1,海運,散裝輪,海運:散裝輪類
463,2603,長榮,M2600,M2600,26A,26A2,海運,貨櫃輪,海運:貨櫃輪類
464,2605,新興,M2600,M2600,26A,26A1,海運,散裝輪,海運:散裝輪類
465,2606,裕民,M2600,M2600,26A,26A1,海運,散裝輪,海運:散裝輪類
466,2607,榮運,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
467,2608,嘉里大榮,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
468,2609,陽明,M2600,M2600,26A,26A2,海運,貨櫃輪,海運:貨櫃輪類
469,2610,華航,M2600,M2600,26D,26D,空運業,,空運業類
470,2611,志信,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
471,2612,中航,M2600,M2600,26A,26A1,海運,散裝輪,海運:散裝輪類
472,2613,中櫃,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
473,2614,東森,M9900,M9900,26E,26E,其他運輸業,,其他運輸業類
474,2615,萬海,M2600,M2600,26A,26A2,海運,貨櫃輪,海運:貨櫃輪類
475,2616,山隆,M9700,M9700,99D,99D1,公用事業,加油站,公用事業:加油站類
476,2617,台航,M2600,M2600,26A,26A1,海運,散裝輪,海運:散裝輪類
477,2618,長榮航,M2600,M2600,26D,26D,空運業,,空運業類
478,2630,亞航,M2600,M2600,22B,22B3,機車船製造,航空器製造,機車船製造:航空器製造類
479,2633,台灣高鐵,M2600,M2600,26B,26B2,陸運業,鐵路運輸,陸運業:鐵路運輸類
480,2634,漢翔,M2600,M2600,22B,22B3,機車船製造,航空器製造,機車船製造:航空器製造類
481,2636,台驊投控,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
482,2637,慧洋-KY,M2600,M2600,26A,26A1,海運,散裝輪,海運:散裝輪類
483,2640,大車隊,M9900,M9900,26B,26B1,陸運業,汽車陸運,陸運業:汽車陸運類
484,2641,正德,M2600,M2600,26A,26A1,海運,散裝輪,海運:散裝輪類
485,2642,宅配通,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
486,2643,捷迅,M2600,M2600,26C,26C,貨運倉儲業,,貨運倉儲業類
487,2645,長榮航太,M2600,M2600,22B,22B3,機車船製造,航空器製造,機車船製造:航空器製造類
488,2701,萬企,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
489,2702,華園,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
490,2704,國賓,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
491,2705,六福,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
492,2706,第一店,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
493,2707,晶華,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
494,2712,遠雄來,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
495,2718,晶悅,M2700,M2700,25A,25A,建設,,建設類
496,2719,燦星旅,M2700,M2700,27C,27C,旅行社,,旅行社類
497,2722,夏都,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
498,2723,美食-KY,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
499,2724,富驛-KY,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
500,2726,雅茗-KY,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
501,2727,王品,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
502,2729,瓦城,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
503,2731,雄獅,M2700,M2700,27C,27C,旅行社,,旅行社類
504,2732,六角,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
505,2734,易飛網,M2700,M2700,27C,27C,旅行社,,旅行社類
506,2736,富野,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
507,2739,寒舍,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
508,2740,天蔥,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
509,2743,山富,M2700,M2700,27C,27C,旅行社,,旅行社類
510,2745,五福,M2700,M2700,27C,27C,旅行社,,旅行社類
511,2748,雲品,M2700,M2700,27A,27A1,餐飲飯店,飯店業,餐飲飯店:飯店業類
512,2752,豆府,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
513,2753,八方雲集,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
514,2754,亞洲藏壽司,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
515,2755,揚秦,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
516,2756,聯發國際,M2700,M2700,27A,27A2,餐飲飯店,餐飲業,餐飲飯店:餐飲業類
517,2801,彰銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
518,2809,京城銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
519,2812,台中銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
520,2816,旺旺保,M2800,M2870,28J,28J,產險業,,產險業類
521,2820,華票,M2800,M2810,28F,28F,票券公司,,票券公司類
522,2832,台產,M2800,M2870,28J,28J,產險業,,產險業類
523,2834,臺企銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
524,2836,高雄銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
525,2838,聯邦銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
526,2845,遠東銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
527,2849,安泰銀,M2800,M2810,28A,28A,本國銀行,,本國銀行類
528,2850,新產,M2800,M2870,28J,28J,產險業,,產險業類
529,2851,中再保,M2800,M2870,28J,28J,產險業,,產險業類
530,2852,第一保,M2800,M2870,28J,28J,產險業,,產險業類
531,2855,統一證,M2800,M3000,30A,30A,證券,,證券類
532,2867,三商壽,M2800,M2871,28I,28I,壽險業,,壽險業類
533,2880,華南金,M2800,M28HO,28L,28L,金融控股,,金融控股類
534,2881,富邦金,M2800,M28HO,28L,28L,金融控股,,金融控股類
535,2882,國泰金,M2800,M28HO,28L,28L,金融控股,,金融控股類
536,2883,開發金,M2800,M28HO,28L,28L,金融控股,,金融控股類
537,2884,玉山金,M2800,M28HO,28L,28L,金融控股,,金融控股類
538,2885,元大金,M2800,M28HO,28L,28L,金融控股,,金融控股類
539,2886,兆豐金,M2800,M28HO,28L,28L,金融控股,,金融控股類
540,2887,台新金,M2800,M28HO,28L,28L,金融控股,,金融控股類
541,2888,新光金,M2800,M28HO,28L,28L,金融控股,,金融控股類
542,2889,國票金,M2800,M28HO,28L,28L,金融控股,,金融控股類
543,2890,永豐金,M2800,M28HO,28L,28L,金融控股,,金融控股類
544,2891,中信金,M2800,M28HO,28L,28L,金融控股,,金融控股類
545,2892,第一金,M2800,M28HO,28L,28L,金融控股,,金融控股類
546,2897,王道銀行,M2800,M2810,28A,28A,本國銀行,,本國銀行類
547,2901,欣欣,M2900,M2900,29A,29A1,百貨批發,百貨購物中,百貨批發:百貨購物中類
548,2903,遠百,M2900,M2900,29A,29A1,百貨批發,百貨購物中,百貨批發:百貨購物中類
549,2904,匯僑,M9900,M9900,26C,26C,貨運倉儲業,,貨運倉儲業類
550,2905,三商,M2900,M2900,29A,29A9,百貨批發,特殊連鎖,百貨批發:特殊連鎖類
551,2906,高林,M2900,M2900,29B,29B,貿易業,,貿易業類
552,2908,特力,M2900,M2900,29B,29B,貿易業,,貿易業類
553,2910,統領,M2900,M2900,29A,29A1,百貨批發,百貨購物中,百貨批發:百貨購物中類
554,2911,麗嬰房,M2900,M2900,29A,29A9,百貨批發,特殊連鎖,百貨批發:特殊連鎖類
555,2912,統一超,M2900,M2900,29A,29A4,百貨批發,便利商店,百貨批發:便利商店類
556,2913,農林,M2900,M2900,29B,29B,貿易業,,貿易業類
557,2915,潤泰全,M2900,M2900,29A,29A2,百貨批發,量販,百貨批發:量販類
558,2916,滿心,M2900,M2900,29A,29A9,百貨批發,特殊連鎖,百貨批發:特殊連鎖類
559,2923,鼎固-KY,M2500,M2500,25A,25A,建設,,建設類
560,2924,宏太-KY,M2900,M2900,29A,29A9,百貨批發,特殊連鎖,百貨批發:特殊連鎖類
561,2926,誠品生活,M3200,M3200,29A,29A1,百貨批發,百貨購物中,百貨批發:百貨購物中類
562,2929,淘帝-KY,M2900,M2900,29A,29A1,百貨批發,百貨購物中,百貨批發:百貨購物中類
563,2937,集雅社,M2900,M2900,23T,23T1,資訊通路,3C通路,資訊通路:3C通路類
564,2939,凱羿-KY,M2900,M2900,29B,29B,貿易業,,貿易業類
565,2945,三商家購,M2900,M2900,29A,29A3,百貨批發,超市,百貨批發:超市類
566,2947,振宇五金,M2900,M2900,29A,29A7,百貨批發,批發,百貨批發:批發類
567,3002,歐格,M2300,M2325,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
568,3003,健和興,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
569,3004,豐達科,M2000,M2000,22B,22B3,機車船製造,航空器製造,機車船製造:航空器製造類
570,3005,神基,M2300,M2325,23D,23D4,電子零組件,機殼,電子零組件:機殼類
571,3006,晶豪科,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
572,3008,大立光,M2300,M2326,23U,23U1,消費性電子,照相機,消費性電子:照相機類
573,3010,華立,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
574,3011,今皓,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
575,3013,晟銘電,M2300,M2325,23D,23D4,電子零組件,機殼,電子零組件:機殼類
576,3014,聯陽,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
577,3015,全漢,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
578,3016,嘉晶,M2300,M2324,23G,23G3C,半導體,晶圓材料,半導體:晶圓材料類
579,3017,奇鋐,M2300,M2325,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
580,3019,亞光,M2300,M2326,23U,23U1,消費性電子,照相機,消費性電子:照相機類
581,3021,鴻名,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
582,3022,威強電,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
583,3023,信邦,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
584,3024,憶聲,M2300,M2326,15C,15C1,家電製品,家電,家電製品:家電類
585,3025,星通,M2300,M2327,23E,2300,網路設備,,網路設備類
586,3026,禾伸堂,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
587,3027,盛達,M2300,M2327,23K,23KX,通訊設備,網路服務,通訊設備:網路服務類
588,3028,增你強,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
589,3029,零壹,M2300,M2330,23X,23X9,軟體服務,其他軟體,軟體服務:其他軟體類
590,3030,德律,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
591,3031,佰鴻,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
592,3032,偉訓,M2300,M2328,23D,23D4,電子零組件,機殼,電子零組件:機殼類
593,3033,威健,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
594,3034,聯詠,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
595,3035,智原,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
596,3036,文曄,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
597,3037,欣興,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
598,3038,全台,M2300,M2326,23C,23C8D,光電/ IO,LCD-其他,光電/ IO:LCD-其他類
599,3040,遠見,M9900,M9900,25F,25F,物業管理,,物業管理類
600,3041,揚智,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
601,3042,晶技,M2300,M2328,23D,23D6,電子零組件,石英元件,電子零組件:石英元件類
602,3043,科風,M2300,M2331,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
603,3044,健鼎,M2300,M2328,23B,23B2D,主機板,PCB,主機板:PCB類
604,3045,台灣大,M2300,M2327,23K,23K3,通訊設備,電信業,通訊設備:電信業類
605,3046,建碁,M2300,M2325,23B,23B1,主機板,主機板,主機板:主機板類
606,3047,訊舟,M2300,M2327,23E,230,網路設備,,網路設備類
607,3048,益登,M2300,M2329,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
608,3049,和鑫,M2300,M2326,23C,23C8E,光電/ IO,觸控面板,光電/ IO:觸控面板類
609,3050,鈺德,M2300,M2326,23C,23C4A,光電/ IO,光碟,光電/ IO:光碟類
610,3051,力特,M2300,M2326,23C,23C8C,光電/ IO,LCD 原料,光電/ IO:LCD 原料類
611,3052,夆典,M2500,M2500,25A,25A,建設,,建設類
612,3054,立萬利,M2300,M2324,23C,23C3,光電/ IO,PC週邊,光電/ IO:PC週邊類
613,3055,蔚華科,M2300,M2329,23H,23H3,電子設備,設備通路,電子設備:設備通路類
614,3056,總太,M2500,M2500,25A,25A,建設,,建設類
615,3057,喬鼎,M2300,M2325,23C,23C4B,光電/ IO,硬碟磁碟,光電/ IO:硬碟磁碟類
616,3058,立德,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
617,3059,華晶科,M2300,M2326,23U,23UZ,消費性電子,消費性電子,消費性電子:消費性電子類
618,3060,銘異,M2300,M2325,23C,23C4B,光電/ IO,硬碟磁碟,光電/ IO:硬碟磁碟類
619,3062,建漢,M2300,M2327,23E,2300,網路設備,,網路設備類
620,3064,泰偉,M3200,M3200,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
621,3066,李洲,M2300,M2326,23C,23C6C,光電/ IO,封裝及應用,光電/ IO:封裝及應用類
622,3067,全域,M2300,M2331,23U,23U2,消費性電子,音響設備,消費性電子:音響設備類
623,3071,協禧,M2300,M2325,23D,23D9B,電子零組件,散熱零組件,電子零組件:散熱零組件類
624,3073,天方能源,M2300,M2324,23C,23C7E,光電/ IO,太陽能系統,光電/ IO:太陽能系統類
625,3078,僑威,M2300,M2328,23D,23D3,電子零組件,電源供應器,電子零組件:電源供應器類
626,3081,聯亞,M2300,M2327,23G,23G3A,半導體,特用IC,半導體:特用IC類
627,3083,網龍,M3200,M3200,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
628,3085,新零售,M3400,M3400,23K,23K4,通訊設備,網路服務,通訊設備:網路服務類
629,3086,華義,M3200,M3200,23X,23X2,軟體服務,應用軟體,軟體服務:應用軟體類
630,3088,艾訊,M2300,M2325,23B,23B5B,主機板,工業電腦,主機板:工業電腦類
631,3089,億杰,M2300,M2328,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
632,3090,日電貿,M2300,M2328,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
633,3092,鴻碩,M2300,M2328,23D,23D2,電子零組件,連接器,電子零組件:連接器類
634,3093,港建*,M2300,M2331,23H,23H3,電子設備,設備通路,電子設備:設備通路類
635,3094,聯傑,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
636,3095,及成,M2300,M2327,23D,23D4,電子零組件,機殼,電子零組件:機殼類
637,3105,穩懋,M2300,M2324,23G,23G3A,半導體,特用IC,半導體:特用IC類
638,3114,好德,M2300,M2328,23T,23T2,資訊通路,零組件代理,資訊通路:零組件代理類
639,3115,富榮綱,M2300,M2328,23B,23B3X,主機板,PCB上-其他,主機板:PCB上-其他類
640,3118,進階,M1700,M1722,17G,17G,醫療耗材,,醫療耗材類
641,3122,笙泉,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
642,3128,昇銳,M2300,M2326,23C,23C9,光電/ IO,監控系統,光電/ IO:監控系統類
643,3130,一零四,M2300,M2330,23K,23K4,通訊設備,網路服務,通訊設備:網路服務類
644,3131,弘塑,M2300,M2331,23H,23H2,電子設備,電機設備,電子設備:電機設備類
645,3138,耀登,M2300,M2327,23K,23K2,通訊設備,通訊設備,通訊設備:通訊設備類
646,3141,晶宏,M2300,M2324,23G,23G5,半導體,IC設計,半導體:IC設計類
647,3147,大綜,M2300,M2330,23X,23X1,軟體服務,系統整合,軟體服務:系統整合類
648,3149,正達,M2300,M2326,23C,23C8E,光電/ IO,觸控面板,光電/ IO:觸控面板類
649,3152,璟德,M2300,M2327,23D,23D5,電子零組件,被動元件,電子零組件:被動元件類
